source_code_description,concept_name
" Other drug-induced osteomalacia in adults, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Osteomalacia secondary to drug
" Other drug-induced osteomalacia in adults, upper arm humerus, elbow joints ",Osteomalacia secondary to drug
" Other drug-induced osteomalacia in adults, hand carpus, fingers, metacarpus, joints between these bones ",Osteomalacia secondary to drug
" Other drug-induced osteomalacia in adults, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Osteomalacia secondary to drug
" Other drug-induced osteomalacia in adults, other head, neck, ribs, skull, trunk, vertebral column ",Osteomalacia secondary to drug
" Other adult osteomalacia, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Osteomalacia
" Other adult osteomalacia, forearm radius, ulna, wrist joints ",Osteomalacia
" Other adult osteomalacia, hand carpus, fingers, metacarpus, joints between these bones ",Osteomalacia
" Other adult osteomalacia, lower leg fibula, tibia, knee joint ",Osteomalacia
" Other adult osteomalacia, other head, neck, ribs, skull, trunk, vertebral column ",Osteomalacia
" Other adult osteomalacia, site unspecified ",Osteomalacia
" Adult osteomalacia, unspecified, multiple sites ",Osteomalacia
" Adult osteomalacia, unspecified, site unspecified ",Osteomalacia
Disorders of continuity of bone,Disorder of continuity of bone
Malunion of fracture,Fracture malunion
" Malunion of fracture, multiple sites ",Fracture malunion
" Malunion of fracture, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Fracture malunion
" Malunion of fracture, upper arm humerus, elbow joints humerus, elbow joints ",Fracture malunion
" Malunion of fracture, hand carpus, fingers, metacarpus, joints between these bones ",Fracture malunion
" Malunion of fracture, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Fracture malunion
" Postmenopausal osteoporosis with pathological fracture, lower leg fibula, tibia, knee joint ",Postmenopausal osteoporosis with pathological fracture
" Malunion of fracture, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Fracture malunion
" Malunion of fracture, other head, neck, ribs, skull, trunk, vertebral column ",Fracture malunion
" Malunion of fracture, site unspecified ",Fracture malunion
Nonunion of fracture pseudarthrosis ,Nonunion of fracture
" Nonunion of fracture pseudarthrosis , shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Nonunion of fracture
" Nonunion of fracture pseudarthrosis , hand carpus, fingers, metacarpus, joints between these bones ",Nonunion of fracture
" Nonunion of fracture pseudarthrosis , pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Nonunion of fracture
" Nonunion of fracture pseudarthrosis , lower leg fibula, tibia, knee joint ",Nonunion of fracture
" Delayed union of fracture, upper arm humerus, elbow joints humerus, elbow joints ",Delayed union of fracture
" Nonunion of fracture pseudarthrosis , other head, neck, ribs, skull, trunk, vertebral column ",Nonunion of fracture
" Nonunion of fracture pseudarthrosis , site unspecified ",Nonunion of fracture
Delayed union of fracture,Delayed union of fracture
" Stress fracture NEC, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Stress fracture
" Delayed union of fracture, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Delayed union of fracture
" Stress fracture NEC, hand carpus, fingers, metacarpus, joints between these bones ",Stress fracture
" Delayed union of fracture, lower leg fibula, tibia, knee joint ",Delayed union of fracture
" Stress fracture NEC, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Stress fracture
" Stress fracture NEC, other head, neck, ribs, skull, trunk, vertebral column ",Stress fracture
" Delayed union of fracture, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Delayed union of fracture
" Stress fracture NEC, site unspecified ",Stress fracture
" Pathological fracture NEC, multiple sites ",Pathological fracture
" Delayed union of fracture, site unspecified ",Delayed union of fracture
" Pathological fracture nec, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Pathological fracture
" Pathological fracture NEC, forearm radius, ulna, wrist joints ",Pathological fracture
" Pathological fracture NEC, hand carpus, fingers, metacarpus, joints between these bones ",Pathological fracture
" Pathological fracture NEC, lower leg fibula, tibia, knee joint ",Pathological fracture
" Pathological fracture NEC, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Pathological fracture
" Pathological fracture NEC, site unspecified ",Pathological fracture
" Other disorders of continuity of bone, multiple sites ",Disorder of continuity of bone
" Other disorders of continuity of bone, upper arm humerus, elbow joints ",Disorder of continuity of bone
" Other disorders of continuity of bone, forearm radius, ulna, wrist joints ",Disorder of continuity of bone
" Other disorders of continuity of bone, other head, neck, ribs, skull, trunk, vertebral column ",Disorder of continuity of bone
" Disorder of continuity of bone, unspecified, forearm radius, ulna, wrist joints ",Disorder of continuity of bone
" Disorder of continuity of bone, unspecified, other head, neck, ribs, skull, trunk, vertebral column ",Disorder of continuity of bone
Other disorders of bone density and structure,Disorder of bone and articular cartilage
" Fibrous dysplasia monostotic , site unspecified ",Monostotic fibrous dysplasia
" Fibrous dysplasia monostotic , pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Monostotic fibrous dysplasia
Skeletal fluorosis,Skeletal fluorosis
" Fibrous dysplasia monostotic , ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Monostotic fibrous dysplasia
" Fibrous dysplasia monostotic , other head, neck, ribs, skull, trunk, vertebral column ",Monostotic fibrous dysplasia
" Skeletal fluorosis, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Skeletal fluorosis
" Skeletal fluorosis, other head, neck, ribs, skull, trunk, vertebral column ",Skeletal fluorosis
" Skeletal fluorosis, site unspecified ",Skeletal fluorosis
" Skeletal fluorosis, upper arm humerus, elbow joints ",Skeletal fluorosis
Hyperostosis of skull,Large head
Hyperostosis of skull,Large head
" Skeletal fluorosis, hand carpus, fingers, metacarpus, joints between these bones ",Skeletal fluorosis
Osteitis condensans,Osteitis condensans
" Osteitis condensans, multiple sites ",Osteitis condensans
" Osteitis condensans, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Osteitis condensans
" Osteitis condensans, upper arm humerus, elbow joints ",Osteitis condensans
" Skeletal fluorosis, lower leg fibula, tibia, knee joint ",Skeletal fluorosis
" Osteitis condensans, hand carpus, fingers, metacarpus, joints between these bones ",Osteitis condensans
Solitary bone cyst,Solitary bone cyst
" Osteitis condensans, lower leg fibula, tibia, knee joint ",Osteitis condensans
" Osteitis condensans, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Osteitis condensans
" Osteitis condensans, other head, neck, ribs, skull, trunk, vertebral column ",Osteitis condensans
" Solitary bone cyst, multiple sites ",Solitary bone cyst
" Solitary bone cyst, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Solitary bone cyst
Aneurysmal bone cyst,Aneurysmal bone cyst
" Solitary bone cyst, upper arm humerus, elbow joints ",Solitary bone cyst
" Aneurysmal bone cyst, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Aneurysmal bone cyst
" Aneurysmal bone cyst, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Aneurysmal bone cyst
" Aneurysmal bone cyst, lower leg fibula, tibia, knee joint ",Aneurysmal bone cyst
" Aneurysmal bone cyst, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Aneurysmal bone cyst
" Solitary bone cyst, lower leg fibula, tibia, knee joint ",Solitary bone cyst
" Aneurysmal bone cyst, site unspecified ",Aneurysmal bone cyst
Other cyst of bone,Bone cyst
" Other cyst of bone, multiple sites ",Bone cyst
" Other cyst of bone, upper arm humerus, elbow joints ",Bone cyst
" Other cyst of bone, hand carpus, fingers, metacarpus, joints between these bones ",Bone cyst
" Other cyst of bone, forearm radius, ulna, wrist joints ",Bone cyst
" Other cyst of bone, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Bone cyst
" Other specified disorders of bone density and structure, forearm radius, ulna, wrist joints ",Disorder of bone and articular cartilage
" Other specified disorders of bone density and structure, lower leg fibula, tibia, knee joint ",Disorder of bone and articular cartilage
" Other specified disorders of bone density and structure, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Disorder of bone and articular cartilage
" Other cyst of bone, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Bone cyst
" Disorders of bone density and structure, unspecified ",Disorder of bone and articular cartilage
" Disorders of bone density and structure, unspecified, multiple sites ",Disorder of bone and articular cartilage
" Disorders of bone density and structure, unspecified, shoulder region clavicle, scapula, acromioclavicular joints, glenohemeral joints, sternoclavicular joints ",Disorder of bone and articular cartilage
" Other cyst of bone, site unspecified ",Bone cyst
" Disorders of bone density and structure, unspecified, upper arm humerus, elbow joints ",Disorder of bone and articular cartilage
" Disorders of bone density and structure, unspecified, forearm radius, ulna, wrist joints ",Disorder of bone and articular cartilage
" Disorders of bone density and structure, unspecified, hand carpus, fingers, metacarpus, joints between these bones ",Disorder of bone and articular cartilage
" Disorders of bone density and structure, unspecified, pelvic region and thigh buttock, femur, pelvis, hip joint , sacroiliac joint ",Disorder of bone and articular cartilage
" Disorders of bone density and structure, unspecified, lower leg fibula, tibia, knee joint ",Disorder of bone and articular cartilage
" Disorders of bone density and structure, unspecified, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Disorder of bone and articular cartilage
" Disorders of bone density and structure, unspecified, other head, neck, ribs, skull, trunk, vertebral column ",Disorder of bone and articular cartilage
Acute hematogenous osteomyelitis,Acute hematogenous osteomyelitis
" Acute hematogenous osteomyelitis, shoulder region clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints ",Acute hematogenous osteomyelitis
" Acute hematogenous osteomyelitis, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Acute hematogenous osteomyelitis
" Acute hematogenous osteomyelitis, hand carpus, fingers, metacarpus, joints between these bones ",Acute hematogenous osteomyelitis
" Acute hematogenous osteomyelitis, site unspecified ",Acute hematogenous osteomyelitis
" Other acute osteomyelitis, hand carpus, fingers, metacarpus, joints between these bones ",Acute osteomyelitis
" Other acute osteomyelitis, lower leg fibula, tibia, knee joint ",Acute osteomyelitis
" Other acute osteomyelitis, ankle and foot metatarsus, tarsus, toes, ankle joint, other joints in foot ",Acute osteomyelitis
" Other acute osteomyelitis, multiple sites ",Acute osteomyelitis
" Other acute osteomyelitis, site unspecified ",Acute osteomyelitis
" Other acute osteomyelitis, shoulder region clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints ",Acute osteomyelitis
" Subacute osteomyelitis, multiple sites ",Subacute osteomyelitis
" Other acute osteomyelitis, upper arm humerus, elbow joints ",Acute osteomyelitis
" Subacute osteomyelitis, upper arm humerus, elbow joints ",Subacute osteomyelitis
" Other acute osteomyelitis, forearm radius, ulna, wrist joints ",Acute osteomyelitis
" Subacute osteomyelitis, hand carpus, fingers, metacarpus, joints between these bones ",Subacute osteomyelitis
" Chronic multifocal osteomyelitis, multiple sites ",Chronic multifocal osteomyelitis
" Chronic multifocal osteomyelitis, shoulder region clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints ",Chronic multifocal osteomyelitis
" Subacute osteomyelitis, site unspecified ",Subacute osteomyelitis
Chronic multifocal osteomyelitis,Chronic multifocal osteomyelitis
" Chronic multifocal osteomyelitis, upper arm humerus, elbow joints ",Chronic multifocal osteomyelitis
" Chronic multifocal osteomyelitis, site unspecified ",Chronic multifocal osteomyelitis
Chronic osteomyelitis with draining sinus,Chronic osteomyelitis with draining sinus
