source_code_description,concept_name
" Vesicoureteral-reflux-associated uropathy, with reflux nephropathy, without hydroureter ",Vesicoureteric reflux
" Vesicoureteral-reflux-associated uropathy, unspecified ",Vesicoureteric reflux
" Obstructive and reflux uropathy, unspecified ",Disorder of urinary tract
Analgesic nephropathy,Analgesic nephropathy
Nephropathy induced by heavy metals,Nephropathy induced by heavy metals
" Toxic nephropathy, NEC ",Toxic nephropathy
Other renal tubulo-interstitial diseases,Interstitial nephritis
Balkan nephropathy,Balkan nephropathy
Renal tubulo-interstitial disorders in diseases classified elsewhere,Tubulointerstitial nephritis
Renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere,Tubulointerstitial nephritis
Renal tubulo-interstitial disorders in neoplastic diseases,Renal tubulo-interstitial disorders in neoplastic diseases
Urethral stricture,Urethral stricture
" Postinfective urethral stricture, NEC ",Urethral stricture due to infection
Other disorders of urethra,Disorder of urethra
Urethral fistula,Urethral fistula
Prolapsed urethral mucosa,Prolapse of urethra
" Urethral disorder, unspecified ",Disorder of urethra
Other disorders of urinary system,Disorder of the urinary system
Stress incontinence,Female stress incontinence
Other specified urinary incontinence,Urinary incontinence
Urge incontinence,Urinary incontinence
Other specified urinary incontinence,Urinary incontinence
" Disorder of urinary system, unspecified ",Disorder of the urinary system
Hyperplasia of prostate without complication,Hyperplasia of prostate
Hyperplasia of prostate with hematuria,Hyperplasia of prostate
Hyperplasia of prostate with obstruction and hematuria,Hyperplasia of prostate
Inflammatory diseases of prostate,Prostatitis
Acute prostatitis,Acute prostatitis
Abscess of prostate,Abscess of prostate
" Inflammatory disease of prostate, unspecified ",Prostatitis
Calculus of prostate,Calculus of prostate
" Disorder of bone, unspecified, site unspecified ",Disorder of bone
" Tuberculosis of bone A18.0 , shoulder region clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints ",Tuberculosis of bone
Renal tubulo-interstitial disorders in blood diseases and disorders involving the immune mechanism,Renal tubulo-interstitial disorders in blood diseases and disorders involving the immune mechanism
Acute renal failure,Acute renal failure syndrome
Acute renal failure with tubular necrosis,Acute tubular necrosis
Acute renal failure with acute cortical necrosis,Acute renal failure due to acute cortical necrosis
Acute renal failure with medullary necrosis,Acute renal papillary necrosis with renal failure
" Acute renal failure, unspecified ",Acute renal failure syndrome
End-stage renal disease,Chronic renal failure
" Chronic kidney disease, stage 2 ",Chronic kidney disease stage 2
" Chronic kidney disease, stage 3 ",Chronic kidney disease stage 3
" Chronic kidney disease, stage 4 ",Chronic kidney disease stage 4
" Chronic kidney disease, stage 5 ",Chronic kidney disease stage 5
Calculus of kidney and ureter,Calculus of kidney and ureter
Calculus of ureter,Ureteric stone
" Urinary calculus, unspecified ",Urolith
Calculus in bladder,Urinary bladder stone
Calculus of urinary tract in diseases classified elsewhere,Urolith
Calculus of urinary tract in other diseases classified elsewhere,Urolithiasis
Renal osteodystrophy,Renal osteodystrophy
" Disorder resulting from impaired renal tubular function, unspecified ",Renal tubular disorder
Unspecified contracted kidney,Small kidney
Small kidney of unknown cause,Small kidney of unknown cause
" Small kidney, unilateral ",Small kidney
" Small kidney, bilateral ",Bilateral small kidney
" Small kidney, unspecified ",Small kidney
" Cyst of kidney, acquired ",Acquired renal cystic disease
Other specified disorders of kidney and ureter,Disorder of kidney and or ureter
Hypertrophy of kidney,Disorder of kidney and or ureter
Cystica ureteritis,Disorder of kidney and or ureter
" Disorder of kidney and ureter, unspecified ",Disorder of kidney and or ureter
Other disorders of kidney and ureter in infectious and parasitic diseases classified elsewhere,Disorder of kidney and or ureter
Other disorders of kidney and ureter in diseases classified elsewhere,Disorder of kidney and or ureter
Cystitis,Cystitis
Irradiation cystitis,Irradiation cystitis
Other cystitis,Cystitis
" Neuromuscular dysfunction of bladder, NEC ",Bladder dysfunction
" Flaccid neuropathic bladder, NEC ",Flaccid neurogenic bladder
" Neuromuscular dysfunction of bladder, unspecified ",Bladder dysfunction
Bladder-neck obstruction,Bladder neck obstruction
Vesicointestinal fistula,Intestinovesical fistula
" Rupture of bladder, nontraumatic ",Nontraumatic rupture of bladder
Bladder disorders in diseases classified elsewhere,Disorder of bladder
Bladder disorder in other diseases classified elsewhere,Disorder of bladder
Urethritis and urethral syndrome,Disorder of urethra
Dysplasia of prostate,Dysplasia of prostate
Other specified disorders of prostate,Disorder of prostate
" Epididymitis, with abscess ",Abscess of testis
" Epididymo-orchitis, with abscess ",Abscess of testis
" Epididymitis, without abscess ",Inflammatory disorder of male genital organ
" Epididymo-orchitis, without abscess ",Inflammatory disorder of male genital organ
Male infertility,Male infertility
Other disorders of penis,Disorder of penis
Leukoplakia of penis,Leukoplakia of penis
Other inflammatory disorders of penis,Inflammatory disorder of penis
Abscess of penis,Inflammatory disorder of penis
Other imflammatory disorder of penis,Inflammatory disorder of penis
Impotence of organic origin,Impotence of organic origin
Male erectile dysfunction due to corporovenous occlusive dysfunction,Impotence of organic origin
Male erectile dysfunction due to other cause,Impotence of organic origin
" Male erectile dysfunction, unspecified ",Impotence of organic origin
Peyronie s disease,Induratio penis plastica
" Inflammatory disorders of male genital organs, NEC ",Inflammatory disorder of male genital organ
Inflammatory disorders of other specified male genital organs,Inflammatory disorder of male genital organ
Other disorders of male genital organs,Disorder of male genital organ
Atrophy of testis,Atrophy of testis
Vascular disorders of male genital organs,Male genital organ vascular diseases
Other specified disorders of male genital organs,Disorder of male genital organ
" Disorder of male genital organs, unspecified ",Disorder of male genital organ
Chronic nephritic syndrome with minor glomerular abnormality," Chronic nephritic syndrome, minor glomerular abnormality "
Benign mammary dysplasia,Benign mammary dysplasia
Chronic nephritic syndrome with focal and segmental glomerular lesions," Chronic nephritic syndrome, focal and segmental glomerular lesions "
Solitary cyst of breast,Solitary cyst of breast
Fibroadenosis of breast,Fibroadenosis of breast
Fibrosclerosis of breast,Fibrosclerosis of breast
Other benign mammary dysplasias,Benign mammary dysplasia
Chronic nephritic syndrome with diffuse mesangial proliferative glomerulonephritis," Chronic nephritic syndrome, diffuse mesangiocapillary glomerulonephritis "
" Benign mammary dysplasia, unspecified ",Benign mammary dysplasia
Inflammatory disorders of breast,Inflammatory disorder of breast
Unspecified lump in breast,Breast lump
Chronic nephritic syndrome with diffuse mesangiocapillary glomerulonephritis," Chronic nephritic syndrome, diffuse mesangiocapillary glomerulonephritis "
Other disorders of breast,Disorder of breast
Chronic nephritic syndrome with dense deposit disease," Chronic nephritic syndrome, dense deposit disease "
Other signs and symptoms in breast,Breast finding
Other signs and symptoms in breast,Breast finding
Other specified disorders of breast,Disorder of breast
Other female pelvic inflammatory diseases,Female pelvic inflammatory disease
Unspecified parametritis and pelvic cellulitis,Chronic parametritis and pelvic cellulitis
Female pelvic inflammatory disorders in diseases classified elsewhere,Female pelvic inflammatory disease
Female gonococcal pelvic inflammatory disease A54.2 ,Female gonococcal pelvic inflammatory disease
Female chlamydial pelvic inflammatory disease A56.1 ,Female chlamydial pelvic inflammatory disease
Female pelvic inflammatory disorders in other diseases classified elsewhere,Female tuberculous pelvic inflammatory disease
Cyst of Bartholin s gland,Cyst of Bartholin s gland duct
Abscess of Bartholin s gland,Abscess of Bartholin s gland
Ulceration of vulva,Ulceration of vulva
Other specified inflammation of vagina and vulva,Inflammatory disease of vagina and or vulva
" Disease of Bartholin s gland, unspecified ",Disorder of Bartholin s gland
Endometriosis,Endometriosis
Other inflammation of vagina and vulva,Inflammatory disease of vagina and or vulva
Endometriosis of fallopian tube,Endometriosis of fallopian tube
Endometriosis of pelvic peritoneum,Endometriosis of pelvic peritoneum
Endometriosis in cutaneous scar,Endometriosis in scar of skin
Other endometriosis,Endometriosis
" Endometriosis, unspecified ",Endometriosis
Acute vulvitis,Acute vulvitis
Complete uterovaginal prolapse,Third degree uterine prolapse
" Uterovaginal prolapse, unspecified ",Uterovaginal prolapse
Vesicovaginal fistula,Vesicovaginal fistula
Vaginal enterocele,Vaginal enterocele
Other female urinary-genital tract fistula,Female urinary-genital tract fistula
" Female genital prolapse, unspecified ",Prolapse of female genital organs
Fistulae involving female genital tract,Fistula of the female genital organs
Corpus luteum cyst,Corpus luteum cyst
Other and unspecified ovarian cysts,Cyst of ovary
Acquired atrophy of ovary and fallopian tube,Disorder of female genital organs
" Torsion of ovary, ovarian pedicle and fallopian tube ",Disorder of female genital organs
Female genital tract-skin fistula,Female genital tract-skin fistula
Hematoma of broad ligament,Hematoma of broad ligament
Other female genital tract fistula,Fistula of the female genital organs
Polyp of corpus uteri,Polyp of corpus uteri
Polyp of cervix uteri,Polyp of cervix
Polyp of vulva,Polyp of vulva
Polyp of other parts of female genital tract,Polyp
Subinvolution of uterus,Sub-involution of uterus
" Polyp of female genital tract, unspecified ",Polyp
Endometrial glandular hyperplasia,Endometrial hyperplasia
Malposition of uterus,Malposition of uterus
Inversion of uterus,Uterine inversion
Mild cervical dysplasia,Cervical intraepithelial neoplasia grade 1
" Dysplasia of cervix uteri, unspecified ",Dysplasia of cervix
Other noninflammatory disorders of cervix uteri,Noninflammatory cervical disorder
Other specified noninflammatory disorders of uterus,Noninflammatory disorder of uterus
Other specified noninflammatory disorders of cervix uteri,Noninflammatory cervical disorder
" Noninflammatory disorder of cervix uteri, unspecified ",Noninflammatory cervical disorder
Other noninflammatory disorders of vagina,Noninflammatory disorder of the vagina
Mild vaginal dysplasia,Vaginal intraepithelial neoplasia grade 1
Moderate vaginal dysplasia,Vaginal intraepithelial neoplasia grade 2
" Severe vaginal dysplasia, NEC ",Dysplasia of vagina
Hematocolpos,Retained menstruation
" Dysplasia of vulva, unspecified ",Dysplasia of vulva
Leukoplakia of vulva,Leukoplakia of vulva
Atrophy of vulva,Atrophic vulva
Hypertrophy of vulva,Hypertrophy of vulva
" Noninflammatory disorder of vagina, unspecified ",Noninflammatory disorder of the vagina
Other noninflammatory disorders of vulva and perineum,Vulval and or perineal noninflammatory disorders
Mild vulvar dysplasia,Vulval intraepithelial neoplasia grade 1
" Absent, scanty and rare menstruation ",Light and infrequent menstruation
Primary amenorrhea,Primary physiologic amenorrhea
Ovulation bleeding,Ovulation bleeding
Other specified irregular menstruation,Irregular periods
" Excessive, frequent and irregular menstruation ",Excessive and frequent menstruation
Excessive and frequent menstruation with irregular cycle,Excessive and frequent menstruation
Excessive menstruation at puberty,Pubertal menorrhagia
Other abnormal uterine and vaginal bleeding,Abnormal vaginal bleeding
Postcoital and contact bleeding,Postcoital bleeding
Vaginismus,Vaginospasm
" Abnormal uterine and vaginal bleeding, unspecified ",Abnormal vaginal bleeding
Secondary dysmenorrhea,Secondary dysmenorrhea
Other specified conditions associated with female genital organs and menstrual cycle,Female genital organ symptoms
